,יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
9200,03.08.2013,מוליק )שמואל( איל 2,7374-87-2,קוטג' דו משפחתי,6,NaN,275,"3,400,000",NaN
9201,03.08.2013,NaN,3946-260-35,דירה,5,שביעית,121,"2,020,134",NaN
9202,03.08.2013,הרב קוק 11,3932-311-2,דירה,5,NaN,103,"1,670,000",NaN
9203,01.08.2013,חטיבה שבע 39,5436-11-1,קוטג' דו משפחתי,6,NaN,308,"3,300,000",NaN
9204,01.08.2013,NaN,3946-260-146,דירה בבית קומות,5,אחת עשרה,121,"1,964,000",NaN
9205,01.08.2013,אורנבך אשר 3,7375-28-20,דירה בבית קומות,5,חמישית,117,"1,892,000",NaN
9206,31.07.2013,אורנבך אשר 3,7375-28-20,דירה בבית קומות,5,חמישית,117,"1,860,000",NaN
9207,01.08.2013,חלוצי יסוד המעלה 2,3936-278-19,דירה בבית קומות,5,שישית,128.80,"1,750,000",NaN
9208,01.08.2013,האניה 52,6826-107-3,קוטג' דו משפחתי,5,NaN,160,"2,675,001",NaN
9209,31.07.2013,חיל השריון 9,2717-15-25,דירה בבית קומות,6,שביעית,138,"2,320,000",93% ב 9.8 שנים
9210,04.09.2003,חיל השריון 9,2717-15-25,דירה בבית קומות,6,שביעית,138,"1,198,000",93% ב 9.8 שנים
9211,31.07.2013,הרב נריה 8,5116-25-31,דירה בבית קומות,5,שמינית,119.56,"1,900,000",73% ב 6.5 שנים
9212,29.12.2006,הרב נריה 8,5116-25-31,דירה בבית קומות,5,שמינית,119.56,"1,098,000",73% ב 6.5 שנים
9213,31.07.2013,קצרין 3,5435-152-2,קוטג' דו משפחתי,6,NaN,348,"3,780,000",NaN
9214,31.07.2013,NaN,3946-260-147,דירה בבית קומות,6,שישית,134,"2,106,000",NaN
9215,31.07.2013,NaN,3946-260-147,דירה בבית קומות,6,שישית,134,"1,811,000",NaN
9216,31.07.2013,NaN,3946-260-147,דירה בבית קומות,6,שישית,134,"2,091,000",NaN
9217,31.07.2013,NaN,3946-260-147,דירה בבית קומות,6,שישית,134,"1,892,000",NaN
9218,31.07.2013, ,3926-420-16,דירה בבית קומות,5,רביעית,125,"2,380,000",NaN
9219,31.07.2013,"מיש""ר 2",3946-409-32,דירה בבית קומות,5,קומה ‎8‏,126.20,"1,903,000",NaN
9220,31.07.2013,מנדלי 13,3945-399-2,דירה בבית קומות,5,NaN,134,"2,260,000",NaN
9221,31.07.2013,NaN,3946-260-34,דירה,5,שביעית,134,"1,964,161",NaN
9222,31.07.2013,אברבנאל 10,3930-412-13,דירה בבית קומות,5,רביעית,128.55,"1,350,000",NaN
9223,30.07.2013,NaN,3946-260-32,דירה,5,רביעית,134,"1,870,000",NaN
9224,30.07.2013,NaN,3946-260-151,דירה בבית קומות,5,אחת עשרה,121,"1,943,000",NaN
9225,30.07.2013,NaN,3946-260-151,דירה בבית קומות,5,אחת עשרה,121,"2,015,000",NaN
9226,30.07.2013,NaN,3946-260-151,דירה בבית קומות,5,אחת עשרה,121,"1,821,000",NaN
9227,30.07.2013,בן-דוד יצחק 11,3629-172-1,קוטג' דו משפחתי,5,NaN,331,"4,340,000",NaN
9228,30.07.2013,NaN,3926-420-3,דירה,5,חמישית,125,"2,330,000",NaN
9229,30.07.2013,NaN,3946-260-33,דירה,5,שלוש עשרה,143,"2,055,000",NaN
9230,30.07.2013,NaN,3929-435-22,דירה בבית קומות,5,ראשונה,100,"1,000,000",NaN
9231,30.07.2013,מוסאל יצחק 3,3938-170-5,דירה בבית קומות,6,ראשונה ושניה,137.52,"1,770,000",NaN
9232,30.07.2013,NaN,3946-260-30,דירה,5,שניה,134,"1,780,000",NaN
9233,30.07.2013,NaN,3946-260-31,דירה,5,שתים עשרה,143,"1,860,000",NaN
9234,29.07.2013,NaN,3946-260-28,דירה,5,שניה,134,"1,821,683",NaN
9235,29.07.2013,בשארי סעדיה ויוסף 11,7374-110-5,דירה בבית קומות,5,שניה,144.40,"1,820,000",NaN
9236,29.07.2013,קרן קימת לישראל 22,3928-850-7,דירה בבית קומות,5,רביעית וחמישית,122.60,"1,800,000",NaN
9237,29.07.2013,NaN,3946-260-29,דירה,5,חמישית,134,"1,943,807",NaN
9238,29.07.2013,עין דור 4,6286-317-48,דירה בבית קומות,5,רביעית,120,"1,745,000",NaN
9239,28.07.2013,גבעת יואב 19,5435-20-2,קוטג' דו משפחתי,6,NaN,300,"3,220,000",NaN
9240,28.07.2013,עין דור 2,6286-316-82,דירה בבית קומות,5,שמינית,120,"1,775,000",NaN
9241,28.07.2013,עין דור 2,6286-316-82,דירה בבית קומות,5,שמינית,120,"1,775,000",NaN
9242,28.07.2013,בשארי סעדיה ויוסף 11,7374-110-30,דירה,5,NaN,125,"1,820,000",NaN
9243,28.07.2013,NaN,3946-260-154,דירה בבית קומות,5,חמישית,171,"2,019,000",NaN
9244,28.07.2013,NaN,3946-260-154,דירה בבית קומות,5,חמישית,171,"2,015,000",NaN
9245,28.07.2013,NaN,3946-260-154,דירה בבית קומות,5,חמישית,171,"1,938,000",NaN
9246,28.07.2013,NaN,3946-260-27,דירה,5,שישית,134,"2,071,020",NaN
9247,28.07.2013,עין דור 4,6286-317-14,דירה,5,רביעית,130,"1,745,000",NaN
9248,28.07.2013,התורמוס 4,5036-157-31,דירה בבית קומות,5,רביעית,133.11,"1,822,000",NaN
9249,27.07.2013,NaN,3946-260-26,דירה,5,שלישית,134,"1,938,718",NaN
9250,27.07.2013,עין דור 2,6286-316-1,דירה,5,שישית,131,"1,775,000",NaN
9251,27.07.2013,עין דור 2,6286-316-2,דירה,5,שמינית,140,"1,885,000",NaN
9252,27.07.2013,אורנבך אשר 3,7375-28-18,דירה,5,NaN,117,"1,870,000",NaN
9253,25.07.2013,פנינה ומשה 3,3939-308-2,דירה בבית קומות,5,ראשונה,107.38,"1,260,000",NaN
9254,25.07.2013,חלוצי יסוד המעלה 2,3936-278-20,דירה בבית קומות,5,שביעית,132.07,"2,544,000",NaN
9255,25.07.2013,NaN,3946-260-157,דירה בבית קומות,5,רביעית,134,"1,994,000",NaN
9256,25.07.2013,NaN,3946-260-157,דירה בבית קומות,5,רביעית,134,"2,040,000",NaN
9257,25.07.2013,NaN,3946-260-157,דירה בבית קומות,5,רביעית,134,"2,088,000",NaN
9258,25.07.2013,מרדכי היהודי 9,5030-69-2,קוטג' דו משפחתי,7,NaN,250,"2,500,000",NaN
9259,25.07.2013,"רש""י 33",3930-186-6,דירה בבית קומות,7,שלישית+רביעית,148.39,"1,625,000",NaN
9260,25.07.2013,הרב נריה 13,5116-31-4,דירה בבית קומות,5,קרקע + ראשונה,126.85,"1,462,000",NaN
9261,24.07.2013,ויניק 29,3926-1033-2,דירה בבית קומות,5,שניה,114.70,"1,650,000",53% ב 5.5 שנים
9262,06.01.2008,ויניק 29,3926-1033-2,דירה בבית קומות,5,שניה,114.70,"1,075,000",53% ב 5.5 שנים
9263,24.07.2013,אורנבך אשר 3,7375-28-16,דירה,5,NaN,117,"2,175,000",NaN
9264,24.07.2013,ז'בוטינסקי 65,3945-718-91,דירת גג,6,שלוש עשרה וארבע עשרה,194.45,"2,225,000",NaN
9265,24.07.2013,כתריאל 10,6286-399-31,דירה,6,NaN,193,"2,340,000",NaN
9266,24.07.2013,NaN,3946-260-160,דירה בבית קומות,5,שביעית,134,"1,979,000",NaN
9267,24.07.2013,NaN,3946-260-160,דירה בבית קומות,5,שביעית,134,"1,979,000",NaN
9268,24.07.2013,NaN,3946-260-25,דירה,5,חמישית,134,"2,040,488",NaN
9269,24.07.2013,NaN,3946-260-24,דירה,5,שישית,134,"1,994,692",NaN
9270,24.07.2013,"רש""י 34",3930-196-10,דירה בבית קומות,5,קרקע,111,"1,460,000",NaN
9271,23.07.2013,האורגן 4,5182-4-43,דירה בבית קומות,5,חמישית,107.70,"1,670,000",19% ב 4 שנים
9272,14.06.2009,האורגן 4,5182-4-43,דירה בבית קומות,5,חמישית,107.70,"1,400,000",19% ב 4 שנים
9273,23.07.2013,NaN,3946-260-21,דירה,5,ראשונה,134,"1,979,426",NaN
9274,23.07.2013,עין דור 4,6286-317-49,דירה בבית קומות,5,תשיעית,120,"2,425,000",NaN
9275,23.07.2013,הרשקוביץ 3,7373-54-0,דירת גג,6,תשיעית,1950,"4,750,000",NaN
9276,23.07.2013,NaN,3946-260-22,דירה,5,שלוש עשרה,124,"2,116,816",NaN
9277,23.07.2013,NaN,3946-260-162,דירה בבית קומות,6,רביעית,134,"2,391,000",NaN
9278,23.07.2013,NaN,3946-260-162,דירה בבית קומות,6,רביעית,134,"2,391,000",NaN
9279,23.07.2013,NaN,3946-260-23,דירה,5,שניה,121,"2,126,993",NaN
9280,22.07.2013,האחים סמילצ'נסקי 23,3926-413-2,דירה בבית קומות,5,ראשונה,109.58,"1,807,000",93% ב 13.4 שנים
9281,06.02.2000,האחים סמילצ'נסקי 23,3926-413-2,דירה בבית קומות,5,ראשונה,109.58,"932,000",93% ב 13.4 שנים
9282,22.07.2013,עין דור 4,6286-317-13,דירה,5,תשיעית,130,"2,390,000",NaN
9283,22.07.2013,NaN,3946-260-19,דירה,5,ארבעים ושתיים,134,"1,847,126",NaN
9284,22.07.2013,NaN,3946-260-20,דירה,5,שמינית,121,"1,852,214",NaN
9285,22.07.2013,ימית 60,5385-62-4,קוטג' דו משפחתי,7,מרתף+ קרקע+ א' +ב',215,"2,725,000",NaN
9286,22.07.2013,בוגלה יונה 1,4246-200-33,דירה בבית קומות,5,NaN,132,"1,850,000",NaN
9287,21.07.2013,מבצע חורב 3,5384-18-2,קוטג' דו משפחתי,6,קרקע וראשונה,156.70,"2,570,000",94% ב 14.6 שנים
9288,14.11.1998,מבצע חורב 3,5384-18-2,קוטג' דו משפחתי,6,קרקע וראשונה,156.70,"1,322,000",94% ב 14.6 שנים
9289,21.07.2013,אושה 16,5387-72-12,דירה בבית קומות,5,ראשונה,109,"1,680,000",84% ב 12.4 שנים
9290,16.02.2001,אושה 16,5387-72-12,דירה בבית קומות,5,ראשונה,109,"913,000",84% ב 12.4 שנים
9291,21.07.2013,בוגלה יונה 1,4246-200-1,דירת גג (פנטהאוז),5,רביעית,132,"1,850,000",NaN
9292,21.07.2013,ששת הימים 42,5747-100-2,דירה בבית קומות,5,NaN,150,"3,220,000",NaN
9293,21.07.2013,הגדוד העברי 85,3929-869-15,דירה בבית קומות,5,חמישית,110.14,"1,620,000",NaN
9294,21.07.2013,עין דור 4,6286-317-50,דירה בבית קומות,5,NaN,110,"1,788,000",NaN
9295,20.07.2013,עין דור 4,6286-317-12,דירה,5,שביעית,130,"1,788,000",NaN
9296,19.07.2013,יהודה הלוי 35,3929-518-8,דירה בבית קומות,5,רביעית + חמישית,99.91,"1,530,000",100% ב 8.2 שנים
9297,11.04.2005,יהודה הלוי 35,3929-518-8,דירה בבית קומות,5,רביעית + חמישית,99.91,"763,000",100% ב 8.2 שנים
9298,19.07.2013,לבונטין 30,3937-28-11,דירה בבית קומות,6.5,רביעית + חמישית,143.09,"1,690,000",41% ב 8 שנים
9299,04.07.2005,לבונטין 30,3937-28-11,דירה בבית קומות,6.5,רביעית + חמישית,143.09,"1,194,000",41% ב 8 שנים
9300,18.07.2013,ברנשטיין 31,6287-219-29,דירה בבית קומות,5,שמינית,125.20,"1,535,000",61% ב 9.2 שנים
9301,21.04.2004,ברנשטיין 31,6287-219-29,דירה בבית קומות,5,שמינית,125.20,"949,000",61% ב 9.2 שנים
9302,18.07.2013,הכסיף 13,6824-132-2,קוטג' דו משפחתי,6,NaN,200,"2,735,000",NaN
9303,18.07.2013,"מיש""ר 2",3946-409-38,דירה בבית קומות,6,קומה ‎10‏,142,"2,172,000",NaN
9304,18.07.2013,אלירז שלמה 1,3930-131-698,דירה בבית קומות,5,אחת עשרה,114,"1,760,400",NaN
9305,18.07.2013,"אח""י מזנק 29",2709-97-1,קוטג' חד משפחתי,6,ראשונה,270,"3,000,000",NaN
9306,18.07.2013,NaN,3946-260-164,דירה בבית קומות,5,עשירית,134,"1,882,000",NaN
9307,18.07.2013,NaN,3946-260-164,דירה בבית קומות,5,עשירית,134,"1,882,000",NaN
9308,17.07.2013,אלתרמן 7,5117-87-1,דירה בבית קומות,5,קרקע,104,"2,125,000",116% ב 15.3 שנים
9309,26.03.1998,אלתרמן 7,5117-87-1,דירה בבית קומות,5,קרקע,104,"982,000",116% ב 15.3 שנים
9310,17.07.2013,NaN,3946-260-166,דירה בבית קומות,5,עשירית,121,"1,918,000",NaN
9311,17.07.2013,NaN,3946-260-166,דירה בבית קומות,5,עשירית,121,"1,964,000",NaN
9312,17.07.2013,NaN,3946-260-166,דירה בבית קומות,5,עשירית,121,"1,867,000",NaN
9313,17.07.2013,NaN,3946-260-166,דירה בבית קומות,5,עשירית,121,"1,984,000",NaN
9314,17.07.2013,"מיש""ר 2",3946-409-52,דירה בבית קומות,6,קומה ‎13‏,124.10,"2,473,000",NaN
9315,17.07.2013,NaN,3946-260-16,דירה,5,שישית,134,"1,882,745",NaN
9316,17.07.2013,עין דור 4,6286-317-51,דירה בבית קומות,5,שישית,111,"1,773,000",NaN
9317,17.07.2013, ,3939-129-9,דירה בבית קומות,5,רביעית,111.20,"1,435,000",NaN
9318,17.07.2013,NaN,3946-260-17,דירה,5,אחת עשרה,134,"2,172,789",NaN
9319,17.07.2013,שבטי ישראל 77,4247-501-12,קוטג' טורי,5,קרקע ראשונה ושניה,106.05,"1,640,000",NaN
9320,17.07.2013,היקינטון 16,5036-83-32,דירה בבית קומות,5,רביעית,106.18,"1,425,000",NaN
9321,17.07.2013,NaN,3946-260-18,דירה,5,ארבע עשרה,172,"2,187,037",NaN
9322,17.07.2013,האבות 15,3930-592-10,דירת גג,5,רביעית,109.30,"1,750,000",NaN
9323,17.07.2013,הכינור 4,5183-7-18,דירה בבית קומות,5,רביעית,105.55,"1,650,000",NaN
9324,16.07.2013,NaN,3946-260-15,דירה,5,עשירית,134,"2,473,011",NaN
9325,16.07.2013,אורנבך אשר 3,7375-28-10,דירה,5,NaN,117,"1,845,000",NaN
9326,16.07.2013,NaN,3946-260-13,דירה,5,NaN,134,"1,930,000",NaN
9327,16.07.2013,NaN,3946-260-14,דירה,5,שתים עשרה,143,"1,984,515",NaN
9328,16.07.2013,NaN,3946-260-12,דירה,5,שתים עשרה,134,"1,867,480",NaN
9329,15.07.2013,NaN,3946-260-170,דירה בבית קומות,5,שביעית,121,"1,884,000",NaN
9330,15.07.2013,NaN,3946-261-142,דירה בבית קומות,5,שתים עשרה,122,"2,391,595",NaN
9331,14.07.2013,NaN,3946-260-11,דירה,5,ראשונה,121,"1,884,780",NaN
9332,14.07.2013,הרב נורוק 5,7282-13-5,דירה בבית קומות,5,ראשונה,84,"925,000",NaN
9333,12.07.2013,עין דור 4,6286-317-52,דירה בבית קומות,5,NaN,100,"1,760,000",NaN
9334,11.07.2013,האחים זיגר 9,3928-751-10,דירה בבית קומות,5,שלישית,97.06,"1,340,000",47% ב 11.1 שנים
9335,22.05.2002,האחים זיגר 9,3928-751-10,דירה בבית קומות,5,שלישית,97.06,"906,000",47% ב 11.1 שנים
9336,11.07.2013,אלוני הבשן 2,5436-44-2,קוטג' דו משפחתי,5,NaN,200,"3,600,000",NaN
9337,11.07.2013,עין דור 4,6286-317-11,דירה,5,חמישית,130,"1,760,000",NaN
9338,09.07.2013,NaN,7374-101-20,דירה,5,שלישית,154,"2,900,000",NaN
9339,09.07.2013,בשארי סעדיה ויוסף 8,7374-130-67,דירה בבית קומות,5,שמינית,142.35,"2,950,000",NaN
9340,09.07.2013,NaN,3946-260-171,דירה בבית קומות,6,אחת עשרה,134,"2,170,000",NaN
9341,08.07.2013,קאפח 5,5114-34-76,דירה בבית קומות,5,תשיעית,114,"2,075,000",25% ב 4 שנים
9342,12.07.2009,קאפח 5,5114-34-76,דירה בבית קומות,5,תשיעית,114,"1,650,000",25% ב 4 שנים
9343,08.07.2013,NaN,3946-260-9,דירה,5,שתים עשרה,124,"1,882,745",NaN
9344,08.07.2013,אלירז שלמה 1,3930-131-700,דירה בבית קומות,5,שישית,113,"1,635,400",NaN
9345,08.07.2013,NaN,3946-260-172,דירה בבית קומות,6,אחת עשרה,134,"2,203,000",NaN
9346,08.07.2013,ארגמן 4,5029-41-2,קוטג' דו משפחתי,5,NaN,280,"2,005,000",NaN
9347,08.07.2013,NaN,3946-260-10,דירה,5,NaN,121,"2,170,958",NaN
9348,07.07.2013,בנאסרף ברוך 29,5095-71-1,קוטג' דו משפחתי,7,מרתף קרקע וראשונה,293.70,"5,200,000",69% ב 5 שנים
9349,22.07.2008,בנאסרף ברוך 29,5095-71-1,קוטג' דו משפחתי,7,מרתף קרקע וראשונה,293.70,"3,070,000",69% ב 5 שנים
9350,07.07.2013,NaN,3946-260-8,דירה,5,שלישית,134,"2,203,829",NaN
9351,07.07.2013,NaN,3946-260-173,דירה בבית קומות,6,שתים עשרה,134,"2,340,000",NaN
9352,07.07.2013,NaN,3946-260-173,דירה בבית קומות,6,שתים עשרה,134,"2,340,000",NaN
9353,07.07.2013,NaN,3946-261-120,דירה,5,אחת עשרה,122,"2,245,000",NaN
9354,07.07.2013,הגדוד העברי 81,3929-871-11,דירה בבית קומות,5,רביעית וחמישית,126.85,"1,820,000",NaN
9355,07.07.2013, ,3946-126-1,דירה בבית קומות,6,שתים עשרה,135,"2,284,000",NaN
9356,06.07.2013,NaN,3946-260-7,דירה,5,שלישית,121,"234,710",NaN
9357,05.07.2013,"ראב""ע 7",5416-78-1,קוטג' דו משפחתי,6,NaN,287,"2,900,000",NaN
9358,04.07.2013,NaN,5036-155-5,דירה בבית קומות,5,שלישית,110,"1,714,000",NaN
9359,04.07.2013,NaN,3946-260-175,דירה בבית קומות,6,רביעית,134,"2,081,000",NaN
9360,04.07.2013,שבטי ישראל 23,4247-59-1,קוטג' דו משפחתי,5,קרקע,265,"4,960,000",NaN
9361,03.07.2013,NaN,3946-260-6,דירה,5,שביעית,121,"2,045,555",NaN
9362,03.07.2013,עין הקורא 8,3933-136-9,דירה בבית קומות,5,חמישית + שישית,120.60,"1,510,000",NaN
9363,03.07.2013,ראובן ובת שבע 1,3939-310-16,דירה בבית קומות,5,רביעית,106.43,"1,225,000",NaN
9364,02.07.2013,NaN,3946-260-176,דירה בבית קומות,5,תשיעית,124,"2,182,000",NaN
9365,02.07.2013,NaN,3946-260-176,דירה בבית קומות,5,תשיעית,124,"2,182,000",NaN
9366,01.07.2013,התבור 16,3923-336-3,דירה בבית קומות,6,מרתף קרקע +א' +ב',209.40,"3,475,000",NaN
9367,01.07.2013,NaN,3946-260-5,דירה,5,רביעית,134,"2,145,000",NaN
9368,01.07.2013,NaN,3946-260-4,דירה,5,תשיעית,134,"1,964,161",NaN
9369,01.07.2013,ישראל ופאני 8,4241-376-1,קוטג' חד משפחתי,5,NaN,176,"2,825,000",NaN
9370,01.07.2013,NaN,3946-260-3,דירה,5,אחת עשרה,121,"1,935,000",NaN
9371,30.06.2013,עין דור 4,6286-317-53,דירה בבית קומות,5,שניה,113,"1,715,000",NaN
9372,30.06.2013,התורמוס 4,5036-157-33,דירה בבית קומות,5,חמישית,133.11,"1,857,000",NaN
9373,30.06.2013,חומה ומגדל 21,5389-91-37,דירה בבית קומות,5,קרקע,119.30,"2,493,000",NaN
9374,29.06.2013,שער הגולן 10,5389-91-121,דירה,5,NaN,128,"2,450,000",NaN
9375,29.06.2013,עין דור 4,6286-317-10,דירה,5,שניה,130,"1,715,000",NaN
9376,28.06.2013,חיל התותחנים 7,2704-55-53,דירה בבית קומות,5,קומה ‎13‏,136.85,"2,899,000",22% ב 1.5 שנים
9377,03.11.2011,חיל התותחנים 7,2704-55-53,דירה בבית קומות,5,קומה ‎13‏,136.85,"2,375,000",22% ב 1.5 שנים
9378,17.02.2008,חיל התותחנים 7,2704-55-53,דירה בבית קומות,5,קומה ‎13‏,136.85,"1,590,000",22% ב 1.5 שנים
9379,28.06.2013,ניר דוד 25,5389-80-8,דירה בבית קומות,6,ראשונה + גג,121.50,"2,000,000",NaN
9380,28.06.2013,הר ציון 32,3923-122-1,קוטג' טורי,5,מרתף קרקע וראשונה,146.84,"2,500,000",NaN
9381,28.06.2013,עין דור 4,6286-317-54,דירה בבית קומות,5,שמינית,113,"1,808,000",NaN
9382,27.06.2013,השייטת 2,2704-55-602,דירה,5,עשירית,136,"2,842,530",NaN
9383,27.06.2013,עליזה בגין 8,3927-360-64,דירה בבית קומות,5,שישית,125,"1,800,000",NaN
9384,27.06.2013,NaN,3946-258-362,דירה,5,שלישית,122,"3,219,000",NaN
9385,27.06.2013,רבי עקיבא 24,5416-69-2,קוטג' דו משפחתי,5,NaN,160,"1,800,000",NaN
9386,27.06.2013,עין דור 4,6286-317-9,דירה,5,שמינית,130,"1,808,000",NaN
9387,26.06.2013,עין דור 4,6286-317-55,דירה בבית קומות,5,ראשונה,113,"1,700,000",NaN
9388,25.06.2013,האחים אוסטשינסקי 12,3936-135-2,דירה בבית קומות,5,ראשונה,116.05,"1,530,000",63% ב 13 שנים
