propery_type,rooms,floor,square_foot,price,day,month,year,lat,lng
1,3.0,2,62.54,583000,19,11,2001,31.9677693,34.7969597
1,3.0,1,70.9,940000,23,3,2009,31.9752171,34.770411
1,3.0,1,70.9,695000,30,7,2000,31.9752171,34.770411
1,3.0,2,69.1,938000,12,11,2008,31.9634066,34.8158275
1,3.0,4,61.28,640000,19,3,2009,31.9581995,34.7955923
1,3.0,4,61.28,462000,8,7,1999,31.9581995,34.7955923
1,3.0,4,59.48,660000,16,3,2009,31.9579139,34.7985036
1,3.0,4,59.48,500000,3,7,2002,31.9579139,34.7985036
1,3.0,4,59.48,497000,14,5,2002,31.9579139,34.7985036
1,3.0,3,59.72,720000,15,3,2009,31.9726206,34.8038753
1,3.0,3,59.72,637000,8,5,2002,31.9726206,34.8038753
1,3.0,1,63.2,660000,9,3,2009,31.9638965,34.7894226
1,3.0,1,63.2,545000,28,1,2001,31.9638965,34.7894226
1,3.0,2,61.05,730000,9,3,2009,32.0132755,34.7659645
1,3.0,2,61.05,569000,5,2,2004,32.0132755,34.7659645
1,3.0,8,73.8,1000000,8,3,2009,31.9774558,34.7772248
1,3.0,8,73.8,666000,29,6,2001,31.9774558,34.7772248
1,3.0,3,64.35,845000,5,3,2009,31.9621722,34.7994828
1,3.0,3,64.35,517000,17,2,1999,31.9621722,34.7994828
1,3.0,5,65.4,945000,5,3,2009,31.9751563,34.7737303
1,3.0,5,65.4,670000,24,7,2003,31.9751563,34.7737303
1,3.0,4,59.97,622000,4,3,2009,31.9723198,34.8033051
1,3.0,4,59.97,467000,12,7,2001,31.9723198,34.8033051
1,3.0,2,60.47,740000,4,3,2009,31.961676,34.8019751
1,3.0,2,60.47,542000,22,2,1999,31.961676,34.8019751
1,3.0,2,50.64,680000,2,3,2009,31.9720276,34.7998084
1,3.0,2,50.64,462000,14,9,1998,31.9720276,34.7998084
1,3.0,4,60.12,675000,25,2,2009,31.9721569,34.8045202
1,3.0,4,60.12,464000,13,2,2002,31.9721569,34.8045202
1,3.0,3,60.71,700000,25,2,2009,31.970275,34.8122275
1,3.0,3,60.71,700000,10,11,2008,31.970275,34.8122275
1,3.0,3,60.71,487000,5,11,2002,31.970275,34.8122275
1,3.0,1,76.0,1060000,24,2,2009,31.9698898,34.763924
1,3.0,1,76.0,815000,10,12,2003,31.9698898,34.763924
1,3.0,1,60.9,700000,19,2,2009,31.9660003,34.806607
1,3.0,1,60.9,503000,17,12,2003,31.9660003,34.806607
1,3.0,2,67.49,807000,16,2,2009,31.9624296,34.7728728
1,3.0,2,67.49,636000,2,11,2000,31.9624296,34.7728728
1,3.0,1,54.0,760000,11,2,2009,31.9593159,34.7986314
1,3.0,1,54.0,593000,18,5,2006,31.9593159,34.7986314
1,3.0,1,54.0,516000,26,4,1999,31.9593159,34.7986314
1,3.0,8,68.68,925000,8,2,2009,31.9657994,34.7728152
1,3.0,8,68.68,734000,4,11,2001,31.9657994,34.7728152
1,3.0,6,64.0,880000,8,2,2009,31.9647874,34.78016
1,3.0,6,64.0,742000,6,2,2006,31.9647874,34.78016
1,3.0,1,70.9,950000,5,2,2009,31.975772,34.770986
1,3.0,1,70.9,695000,17,6,2003,31.975772,34.770986
1,3.0,1,70.9,691000,1,9,1999,31.975772,34.770986
1,3.0,1,65.64,800000,3,2,2009,31.9738601,34.7753509
1,3.0,1,65.64,570000,25,1,1998,31.9738601,34.7753509
1,3.0,3,63.0,795000,2,2,2009,31.9655229,34.777779
1,3.0,3,63.0,621000,16,11,2003,31.9655229,34.777779
1,3.0,1,69.88,1050000,2,2,2009,31.9811177,34.7801324
1,3.0,1,69.88,742000,4,9,2001,31.9811177,34.7801324
1,3.0,4,69.38,860000,1,2,2009,31.967135,34.7735566
1,3.0,4,69.38,784000,14,7,2002,31.967135,34.7735566
1,3.0,2,76.0,1075000,1,2,2009,31.9702129,34.7638585
1,3.0,2,71.19,830000,30,1,2009,31.9595527,34.8005727
1,3.0,2,71.19,630000,17,1,2008,31.9595527,34.8005727
1,3.0,2,71.19,596000,7,6,2000,31.9595527,34.8005727
1,3.0,4,60.9,800000,28,1,2009,31.9746599,34.7832077
1,3.0,4,60.9,582000,21,11,2006,31.9746599,34.7832077
1,3.0,4,60.9,560000,19,4,1999,31.9746599,34.7832077
1,3.0,4,63.45,550000,27,1,2009,31.9733939,34.8008404
1,3.0,4,63.45,430000,9,7,2003,31.9733939,34.8008404
1,3.0,2,44.0,600000,27,1,2009,31.9850994,34.791085
1,3.0,2,44.0,490000,2,3,1998,31.9850994,34.791085
1,3.0,3,67.35,570000,25,1,2009,31.9698669,34.8056749
1,3.0,3,67.35,475000,11,11,2007,31.9698669,34.8056749
1,3.0,3,67.35,481000,13,10,1998,31.9698669,34.8056749
1,3.0,3,58.87,720000,25,1,2009,31.9579747,34.7955059
1,3.0,3,58.87,600000,4,3,2003,31.9579747,34.7955059
1,3.0,2,58.0,690000,20,1,2009,31.9728273,34.8043852
1,3.0,2,58.0,523000,1,2,2000,31.9728273,34.8043852
1,3.0,5,78.69,900000,20,1,2009,31.9739777,34.814207
1,3.0,5,78.69,600000,4,10,2001,31.9739777,34.814207
1,3.0,6,60.9,745000,18,1,2009,31.9733325,34.7823314
1,3.0,6,60.9,552000,21,1,2004,31.9733325,34.7823314
1,3.0,4,63.65,580000,8,1,2009,31.9708544,34.8012313
1,3.0,4,63.65,462000,2,6,2003,31.9708544,34.8012313
1,3.0,4,63.65,455000,28,4,1999,31.9708544,34.8012313
1,3.0,2,47.0,525000,7,1,2009,31.9902125,34.8091873
1,3.0,2,47.0,437000,28,6,2001,31.9902125,34.8091873
1,3.0,4,63.12,550000,5,1,2009,31.9667141,34.822934
1,3.0,4,63.12,384000,8,11,2007,31.9667141,34.822934
1,3.0,4,63.12,375000,3,10,2004,31.9667141,34.822934
1,3.0,4,63.12,425000,18,2,1998,31.9667141,34.822934
1,3.0,2,65.0,930000,5,1,2009,31.9779691,34.7711019
1,3.0,2,65.0,750000,18,9,2003,31.9779691,34.7711019
1,3.0,3,56.07,795000,4,1,2009,31.9598421,34.8004434
1,3.0,3,56.07,479000,23,2,1998,31.9598421,34.8004434
1,3.0,1,56.85,755000,4,1,2009,31.965899,34.7980274
1,3.0,1,56.85,598000,7,6,2004,31.965899,34.7980274
1,3.0,1,56.85,618000,27,7,1999,31.965899,34.7980274
1,3.0,7,72.62,910000,30,12,2008,31.9686346,34.813989
1,3.0,7,72.62,658000,26,5,2005,31.9686346,34.813989
1,3.0,7,72.62,573000,4,5,2000,31.9686346,34.813989
1,3.0,2,67.05,920000,25,12,2008,31.9666401,34.7719004
1,3.0,2,67.05,841000,22,10,2002,31.9666401,34.7719004
1,3.0,2,54.12,685000,23,12,2008,31.967275,34.7985772
1,3.0,2,54.12,529000,20,2,2005,31.967275,34.7985772
1,3.0,4,67.89,915000,17,12,2008,31.966272,34.8057837
1,3.0,4,67.89,515000,16,12,2007,31.966272,34.8057837
1,3.0,1,64.0,798000,8,12,2008,31.9722009,34.8040673
1,3.0,1,64.0,481000,11,2,2005,31.9722009,34.8040673
1,3.0,2,67.1,710000,4,12,2008,31.9595139,34.7963207
1,3.0,2,67.1,551000,18,6,1998,31.9595139,34.7963207
1,3.0,2,78.69,915000,24,11,2008,31.9726648,34.8152605
1,3.0,2,78.69,756000,16,4,2007,31.9726648,34.8152605
1,3.0,2,78.69,602000,8,7,1999,31.9726648,34.8152605
1,3.0,3,71.0,985000,23,11,2008,31.9771863,34.7711445
1,3.0,3,71.0,721000,27,12,2001,31.9771863,34.7711445
1,3.0,5,67.33,1000000,20,11,2008,31.9737663,34.7719947
1,3.0,5,67.33,623000,21,1,2004,31.9737663,34.7719947
1,3.0,2,70.53,700000,18,11,2008,31.9627521,34.8074853
1,3.0,2,70.53,960000,20,6,2007,31.9627521,34.8074853
1,3.0,2,90.19,865000,17,11,2008,31.9585429,34.7983277
1,3.0,2,90.19,684000,28,12,2001,31.9585429,34.7983277
1,3.0,7,64.0,870000,16,11,2008,31.9647874,34.78016
1,3.0,7,64.0,656000,28,7,2003,31.9647874,34.78016
1,3.0,1,65.0,830000,13,11,2008,31.9656885,34.7971779
1,3.0,1,65.0,710000,5,6,2008,31.9656885,34.7971779
1,3.0,1,65.0,478000,30,7,2000,31.9656885,34.7971779
1,3.0,11,83.05,1000000,9,11,2008,31.9779973,34.774332
1,3.0,2,61.47,740000,7,11,2008,31.9723086,34.8037221
1,3.0,2,61.47,575000,17,1,2002,31.9723086,34.8037221
1,3.0,4,58.06,765000,30,10,2008,31.9671293,34.8012105
1,3.0,4,58.06,519000,22,4,2001,31.9671293,34.8012105
1,3.0,2,52.73,765000,27,10,2008,31.9699412,34.8071982
1,3.0,2,52.73,455000,2,5,2007,31.9699412,34.8071982
1,3.0,3,65.0,820000,13,10,2008,31.9636254,34.7801657
1,3.0,3,65.0,656000,14,4,2003,31.9636254,34.7801657
1,3.0,1,68.0,845000,12,10,2008,31.962641,34.8066067
1,3.0,1,68.0,657000,27,1,2008,31.962641,34.8066067
1,3.0,4,73.25,820000,25,9,2008,31.9588606,34.8026239
1,3.0,4,73.25,516000,26,3,2003,31.9588606,34.8026239
1,3.0,4,69.44,630000,24,9,2008,31.961073,34.8114871
1,3.0,4,69.44,411000,18,4,2005,31.961073,34.8114871
1,3.0,2,55.63,632000,23,9,2008,31.9657799,34.8224761
1,3.0,2,55.63,539000,7,2,1999,31.9657799,34.8224761
1,3.0,3,62.0,705000,18,9,2008,31.9690167,34.8052752
1,3.0,3,62.0,524000,9,4,2000,31.9690167,34.8052752
1,3.0,2,85.38,900000,18,9,2008,31.9733471,34.7751208
1,3.0,2,85.38,772000,2,7,2003,31.9733471,34.7751208
1,3.0,3,48.4,530000,16,9,2008,31.9674376,34.8132257
1,3.0,2,68.03,805000,15,9,2008,31.9641405,34.7977882
1,3.0,2,68.03,523000,18,2,2004,31.9641405,34.7977882
1,3.0,4,53.51,615000,12,9,2008,31.9609458,34.8071338
1,3.0,4,53.51,483000,24,1,2000,31.9609458,34.8071338
1,3.0,3,60.26,648000,11,9,2008,31.9733386,34.8105603
1,3.0,3,60.26,495000,13,11,2003,31.9733386,34.8105603
1,3.0,1,70.9,980000,9,9,2008,31.975772,34.770986
1,3.0,1,70.9,728000,29,9,2003,31.975772,34.770986
1,3.0,3,66.39,800000,8,9,2008,31.9585479,34.7989916
1,3.0,3,66.39,554000,27,2,2007,31.9585479,34.7989916
1,3.0,1,66.0,950000,8,9,2008,31.9734048,34.77177
1,3.0,1,66.0,763000,6,3,2002,31.9734048,34.77177
1,3.0,11,78.4,860000,31,10,2007,31.9665915,34.8023961
1,3.0,4,62.68,840000,6,9,2008,31.9711284,34.8057511
1,3.0,4,62.68,562000,1,6,2000,31.9711284,34.8057511
1,3.0,4,72.0,680000,3,9,2008,31.9719244,34.8080316
1,3.0,4,72.0,433000,3,5,1998,31.9719244,34.8080316
1,3.0,4,75.0,910000,3,9,2008,31.9679792,34.7735559
1,3.0,4,75.0,727000,19,1,2000,31.9679792,34.7735559
1,3.0,2,67.0,950000,3,9,2008,31.9650751,34.7714134
1,3.0,2,67.0,751000,8,7,2004,31.9650751,34.7714134
1,3.0,2,52.28,730000,25,8,2008,31.962554,34.7899376
1,3.0,2,52.28,498000,5,12,2002,31.962554,34.7899376
1,3.0,1,47.4,480000,20,8,2008,31.9868453,34.7875259
1,3.0,1,47.4,356000,19,2,2001,31.9868453,34.7875259
1,3.0,2,65.4,920000,19,8,2008,31.9784539,34.7709841
1,3.0,2,65.4,647000,22,3,2000,31.9784539,34.7709841
1,3.0,3,74.45,800000,18,8,2008,31.9598449,34.8001845
1,3.0,3,74.45,571000,19,2,2004,31.9598449,34.8001845
1,3.0,3,74.45,516000,15,3,2000,31.9598449,34.8001845
1,3.0,1,56.17,820000,13,8,2008,31.9692146,34.8025259
1,3.0,1,56.17,507000,29,10,2007,31.9692146,34.8025259
1,3.0,1,62.05,700000,11,8,2008,31.9733939,34.8008404
1,3.0,1,62.05,505000,26,2,1998,31.9733939,34.8008404
1,3.0,7,73.3,925000,7,8,2008,31.974129,34.8151269
1,3.0,7,73.3,666000,27,2,2002,31.974129,34.8151269
1,3.0,1,61.0,699000,4,8,2008,31.9677591,34.8078376
1,3.0,1,61.0,476000,25,7,1999,31.9677591,34.8078376
1,3.0,2,60.83,770000,4,8,2008,31.958109,34.8072311
1,3.0,2,60.83,598000,2,4,2001,31.958109,34.8072311
1,3.0,2,60.83,589000,1,7,1999,31.958109,34.8072311
1,3.0,4,65.97,502000,31,7,2008,31.9660183,34.8232369
1,3.0,4,65.97,510000,6,8,2000,31.9660183,34.8232369
1,3.0,4,63.7,635000,30,7,2008,31.9628321,34.8157791
1,3.0,4,63.7,632000,10,6,2002,31.9628321,34.8157791
1,3.0,3,61.91,770000,27,7,2008,31.9571675,34.7987575
1,3.0,3,61.91,537000,20,8,2001,31.9571675,34.7987575
1,3.0,8,65.4,855000,27,7,2008,31.97879,34.7725274
1,3.0,8,65.4,669000,31,12,1998,31.97879,34.7725274
1,3.0,2,54.52,790000,21,7,2008,31.9573779,34.7974347
1,3.0,2,54.52,577000,28,12,1999,31.9573779,34.7974347
1,3.0,6,63.98,830000,16,7,2008,31.9698642,34.8062335
1,3.0,6,63.98,594000,19,9,2002,31.9698642,34.8062335
1,3.0,4,67.0,890000,14,7,2008,31.9646628,34.7704861
1,3.0,4,67.0,598000,9,3,1998,31.9646628,34.7704861
1,3.0,5,75.6,875000,10,7,2008,31.9800889,34.7812151
1,3.0,5,75.6,550000,7,8,1998,31.9800889,34.7812151
1,3.0,2,75.2,430000,9,7,2008,31.9553292,34.8208904
1,3.0,2,75.2,461000,29,10,2007,31.9553292,34.8208904
1,3.0,3,59.08,715000,9,7,2008,31.9579747,34.7955059
1,3.0,3,59.08,563000,11,12,1999,31.9579747,34.7955059
1,3.0,4,60.95,620000,8,7,2008,31.9635695,34.7939633
1,3.0,4,60.95,526000,14,12,1998,31.9635695,34.7939633
1,3.0,2,57.11,590000,7,7,2008,31.9674805,34.7967444
1,3.0,2,57.11,484000,16,7,1998,31.9674805,34.7967444
1,3.0,3,82.3,880000,4,7,2008,31.9761224,34.7788358
1,3.0,3,82.3,760000,30,1,2003,31.9761224,34.7788358
1,3.0,4,65.69,645000,3,7,2008,31.9590297,34.8010474
1,3.0,4,65.69,530000,16,6,2002,31.9590297,34.8010474
1,3.0,4,65.69,611000,25,5,1999,31.9590297,34.8010474
1,3.0,2,62.0,760000,30,6,2008,31.972912,34.7837712
1,3.0,2,62.0,595000,14,10,2003,31.972912,34.7837712
1,3.0,2,52.73,595000,29,6,2008,31.9706916,34.8074678
1,3.0,2,52.73,494000,20,5,1999,31.9706916,34.8074678
1,3.0,3,57.03,655000,29,6,2008,31.9701919,34.8008533
1,3.0,3,57.03,521000,22,10,1999,31.9701919,34.8008533
1,3.0,1,71.5,830000,26,6,2008,31.9799236,34.7817171
1,3.0,1,71.5,732000,6,2,2002,31.9799236,34.7817171
1,3.0,3,53.57,510000,23,6,2008,31.9693634,34.8112042
1,3.0,3,53.57,419000,6,4,2003,31.9693634,34.8112042
1,3.0,6,75.3,835000,22,6,2008,31.9966889,34.7404786
1,3.0,6,75.3,567000,1,3,2001,31.9966889,34.7404786
1,3.0,1,60.0,648000,17,6,2008,31.9676328,34.7999939
1,3.0,1,60.0,653000,22,9,2004,31.9676328,34.7999939
1,3.0,2,65.69,760000,16,6,2008,31.9582011,34.7959564
1,3.0,2,65.69,617000,2,10,2003,31.9582011,34.7959564
1,3.0,2,65.69,567000,19,6,2000,31.9582011,34.7959564
1,3.0,1,73.38,617000,12,6,2008,31.9702302,34.8170339
1,3.0,1,73.38,525000,5,10,2000,31.9702302,34.8170339
1,3.0,4,56.94,620000,5,6,2008,31.9658164,34.8010426
1,3.0,4,56.94,492000,8,10,2007,31.9658164,34.8010426
1,3.0,1,63.8,910000,4,6,2008,31.9635587,34.7733599
1,3.0,1,63.8,673000,5,5,2003,31.9635587,34.7733599
1,3.0,1,73.19,1060000,4,6,2008,31.9642243,34.7740058
1,3.0,1,73.19,799000,17,7,2006,31.9642243,34.7740058
1,2.0,4,37.52,1121000,15,3,2022,31.9606059,34.8027197
1,2.0,4,37.52,1010000,10,3,2015,31.9606059,34.8027197
1,2.0,4,37.52,936000,14,7,2014,31.9606059,34.8027197
1,2.0,1,51.4,1730000,3,3,2022,31.9639398,34.7709275
1,2.0,1,51.4,1495000,17,9,2017,31.9639398,34.7709275
1,2.0,1,51.4,980000,1,4,2011,31.9639398,34.7709275
1,2.0,1,51.4,465000,23,5,2000,31.9639398,34.7709275
1,2.0,3,55.84,1610000,1,2,2022,31.9628574,34.7994532
1,2.0,3,55.84,1325000,18,6,2018,31.9628574,34.7994532
1,2.0,2,36.0,1270000,27,1,2022,31.9694029,34.8131178
1,2.0,2,36.0,1017000,1,3,2018,31.9694029,34.8131178
1,2.0,1,40.7,1400000,24,1,2022,31.9880283,34.787586
1,2.0,3,54.62,1550000,20,1,2022,31.9655682,34.8075845
1,2.0,3,54.62,1100000,26,8,2019,31.9655682,34.8075845
1,2.0,3,54.62,400000,17,10,1999,31.9655682,34.8075845
1,2.0,1,54.91,1660000,4,1,2022,32.0109659,34.7656303
1,2.0,1,54.91,1300000,20,4,2017,32.0109659,34.7656303
1,2.0,1,54.91,536000,21,1,2007,32.0109659,34.7656303
1,2.0,1,45.6,1485000,29,12,2021,31.9629627,34.7984966
1,2.0,1,45.6,1000000,13,3,2014,31.9629627,34.7984966
1,2.0,1,45.6,855000,22,11,2013,31.9629627,34.7984966
1,2.0,1,45.6,855000,23,11,2012,31.9629627,34.7984966
1,2.0,1,45.6,417000,15,12,2006,31.9629627,34.7984966
1,2.0,0,33.8,1200000,24,12,2021,31.9579756,34.8038231
1,2.0,0,33.8,1150000,8,10,2018,31.9579756,34.8038231
1,2.0,0,33.8,740000,3,6,2010,31.9579756,34.8038231
1,2.0,0,33.8,312000,26,3,2002,31.9579756,34.8038231
1,2.0,3,43.01,1490000,19,12,2021,31.9658069,34.8006463
1,2.0,3,43.01,1170000,23,4,2018,31.9658069,34.8006463
1,2.0,3,43.01,595000,2,6,2008,31.9658069,34.8006463
1,2.0,3,43.01,520000,3,10,2002,31.9658069,34.8006463
1,2.0,2,48.57,970000,4,10,2013,31.97001,34.801216
1,2.0,4,46.3,1365000,24,11,2021,31.9622119,34.8139435
1,2.0,4,46.3,1310000,29,6,2020,31.9622119,34.8139435
1,2.0,4,46.3,1280000,24,12,2017,31.9622119,34.8139435
1,2.0,4,46.3,880000,24,5,2016,31.9622119,34.8139435
1,2.0,3,53.3,561000,6,6,2007,31.9640958,34.805405
1,2.0,3,53.3,446000,21,10,2001,31.9640958,34.805405
1,2.0,3,53.3,504000,10,5,1999,31.9640958,34.805405
1,2.0,1,51.77,1250000,15,11,2021,31.9621074,34.808422
1,2.0,1,51.77,1100000,25,7,2019,31.9621074,34.808422
1,2.0,1,41.36,1530000,7,11,2021,31.9728534,34.7744027
1,2.0,1,41.36,990000,16,8,2011,31.9728534,34.7744027
1,2.0,2,46.78,1390000,4,11,2021,31.9676846,34.8014356
1,2.0,2,46.78,1099000,16,4,2019,31.9676846,34.8014356
1,2.0,1,63.25,1450000,3,11,2021,31.9648545,34.8102129
1,2.0,1,63.25,950000,4,11,2020,31.9648545,34.8102129
1,2.0,3,50.25,1400000,2,11,2021,31.9573803,34.8045202
1,2.0,3,50.25,1180000,10,7,2016,31.9573803,34.8045202
1,2.0,3,50.25,855000,15,8,2012,31.9573803,34.8045202
1,2.0,4,40.0,1000000,31,10,2021,31.9885223,34.7875644
1,2.0,4,40.0,980000,8,2,2017,31.9885223,34.7875644
1,2.0,3,50.64,1250000,27,10,2021,31.9720853,34.7999288
1,2.0,3,50.64,363000,15,8,2004,31.9720853,34.7999288
1,2.0,2,44.1,1050000,24,10,2021,31.9601028,34.8071535
1,2.0,2,44.1,1150000,12,6,2013,31.9601028,34.8071535
1,2.0,4,40.0,1100000,6,10,2021,31.9887683,34.7876507
1,2.0,4,40.0,1000000,30,8,2020,31.9887683,34.7876507
1,2.0,4,40.0,221000,11,10,2007,31.9887683,34.7876507
1,2.0,1,56.62,1500000,3,9,2021,31.9584047,34.8047413
1,2.0,1,56.62,474000,23,2,1998,31.9584047,34.8047413
1,2.0,10,36.6,1440000,1,9,2021,31.9606059,34.8027197
1,2.0,10,36.6,930000,15,10,2012,31.9606059,34.8027197
1,2.0,7,44.0,1740000,31,8,2021,31.9639398,34.7709275
1,2.0,7,44.0,518000,14,11,2000,31.9639398,34.7709275
1,2.0,3,44.1,1432000,31,8,2021,31.9601028,34.8071535
1,2.0,3,44.1,1220000,20,4,2016,31.9601028,34.8071535
1,2.0,3,44.1,880000,13,7,2011,31.9601028,34.8071535
1,2.0,3,44.0,1620000,29,8,2021,31.9639398,34.7709275
1,2.0,3,44.0,1100000,3,3,2013,31.9639398,34.7709275
1,2.0,9,69.0,780000,5,6,2008,31.9659145,34.8017486
1,2.0,9,44.0,1600000,24,8,2021,31.9639398,34.7709275
1,2.0,9,44.0,510000,19,12,2000,31.9639398,34.7709275
1,2.0,2,44.85,1360000,23,8,2021,31.9711532,34.8009675
1,2.0,2,44.85,1145000,6,5,2019,31.9711532,34.8009675
1,2.0,4,58.94,1300000,2,8,2021,31.9655339,34.8059873
1,2.0,4,58.94,930000,3,12,2014,31.9655339,34.8059873
1,2.0,3,35.0,1175000,29,7,2021,31.9829033,34.789204
1,2.0,3,35.0,330000,25,8,2008,31.9829033,34.789204
1,2.0,3,54.9,1550000,26,7,2021,31.9619091,34.7980058
1,2.0,3,54.9,800000,1,6,2014,31.9619091,34.7980058
1,2.0,2,56.0,1400000,21,7,2021,31.9688056,34.7997373
1,2.0,2,56.0,875000,6,8,2012,31.9688056,34.7997373
1,2.0,2,44.61,1300000,20,7,2021,31.9730015,34.7925013
1,2.0,2,44.61,1100000,25,8,2015,31.9730015,34.7925013
1,2.0,2,44.61,775000,13,10,2010,31.9730015,34.7925013
1,2.0,0,43.21,1100000,19,7,2021,32.0109659,34.7656303
1,2.0,2,49.0,1250000,7,7,2021,31.9730015,34.7925013
1,2.0,2,49.0,1060000,7,10,2018,31.9730015,34.7925013
1,2.0,2,35.2,1500000,24,6,2021,31.9874701,34.7886558
1,2.0,2,35.2,840000,8,6,2015,31.9874701,34.7886558
1,2.0,2,35.2,502000,26,1,2011,31.9874701,34.7886558
1,2.0,3,36.0,1200000,23,6,2021,31.9852974,34.7910829
1,2.0,3,36.0,345000,14,8,2007,31.9852974,34.7910829
1,2.0,1,53.44,1520000,16,6,2021,31.9657231,34.8106933
1,2.0,1,53.44,1420000,18,12,2018,31.9657231,34.8106933
1,2.0,1,53.44,1230000,21,5,2015,31.9657231,34.8106933
1,2.0,1,53.44,800000,16,1,2011,31.9657231,34.8106933
1,2.0,1,35.2,648000,21,2,2013,31.9730015,34.7925013
1,2.0,1,35.2,331000,23,9,2004,31.9730015,34.7925013
1,2.0,3,28.2,1071000,23,5,2021,31.9815237,34.7894679
1,2.0,3,28.2,1040000,22,2,2019,31.9815237,34.7894679
1,2.0,1,62.8,1440000,9,5,2021,31.958044,34.7973049
1,2.0,1,62.8,505000,9,6,2003,31.958044,34.7973049
1,2.0,1,62.8,561000,30,11,1998,31.958044,34.7973049
1,2.0,3,51.59,1360000,29,4,2021,31.9592585,34.7991275
1,2.0,3,51.59,1160000,24,1,2016,31.9592585,34.7991275
1,2.0,1,41.36,1470000,26,4,2021,31.9728534,34.7744027
1,2.0,1,41.36,1100000,30,10,2014,31.9728534,34.7744027
1,2.0,1,41.36,785000,24,7,2008,31.9728534,34.7744027
1,2.0,1,41.36,605000,30,11,2007,31.9728534,34.7744027
1,2.0,1,41.36,589000,25,8,2004,31.9728534,34.7744027
1,2.0,2,49.1,1055000,21,4,2021,31.9625128,34.798106
1,2.0,2,49.1,800000,31,5,2012,31.9625128,34.798106
1,2.0,1,34.8,1430000,18,4,2021,31.9722597,34.8093139
1,2.0,1,34.8,1150000,5,3,2020,31.9722597,34.8093139
1,2.0,1,34.8,141000,26,12,2007,31.9722597,34.8093139
1,2.0,3,49.39,1330000,18,4,2021,31.9599196,34.7956976
1,2.0,3,49.39,815000,20,4,2011,31.9599196,34.7956976
1,2.0,4,46.3,1330000,14,4,2021,31.9623324,34.8146387
1,2.0,4,46.3,880000,18,9,2016,31.9623324,34.8146387
1,2.0,1,58.5,1490000,5,4,2021,31.9586584,34.8052204
1,2.0,1,58.5,488000,5,12,2003,31.9586584,34.8052204
1,2.0,1,41.8,1200000,4,4,2021,31.9730015,34.7925013
1,2.0,1,41.8,895000,20,2,2014,31.9730015,34.7925013
1,2.0,4,36.0,1130000,16,3,2021,31.969481,34.813005
1,2.0,4,36.0,550000,14,12,2009,31.969481,34.813005
1,2.0,3,35.0,1340000,15,3,2021,31.9829033,34.789204
1,2.0,3,35.0,660000,22,6,2010,31.9829033,34.789204
1,2.0,4,53.7,1200000,4,3,2021,31.9691933,34.8095015
1,2.0,4,53.7,1030000,5,2,2019,31.9691933,34.8095015
1,2.0,1,43.3,1220000,1,3,2021,31.966675,34.8006914
1,2.0,1,43.3,760000,8,11,2012,31.966675,34.8006914
1,2.0,1,58.7,1295000,28,2,2021,31.9692664,34.802278
1,2.0,1,58.7,915000,10,4,2013,31.9692664,34.802278
1,2.0,1,33.56,1260000,24,2,2021,31.9653078,34.794315
1,2.0,1,33.56,852000,30,4,2014,31.9653078,34.794315
1,2.0,1,33.56,500000,31,3,2008,31.9653078,34.794315
1,2.0,1,33.56,470000,11,2,2008,31.9653078,34.794315
1,2.0,1,55.71,1450000,15,2,2021,31.9734394,34.8025772
1,2.0,1,55.71,1312000,9,4,2018,31.9734394,34.8025772
1,2.0,1,55.71,617000,5,6,2002,31.9734394,34.8025772
1,2.0,1,55.71,536000,14,12,1998,31.9734394,34.8025772
1,2.0,0,39.64,1290000,17,1,2021,31.9720692,34.7994942
1,2.0,0,39.64,1050000,30,4,2019,31.9720692,34.7994942
1,2.0,3,54.63,1400000,13,1,2021,31.9576771,34.8011336
1,2.0,3,54.63,462000,25,12,2006,31.9576771,34.8011336
1,2.0,4,55.75,1255000,6,1,2021,31.9632934,34.8019654
1,2.0,4,55.75,800000,30,6,2011,31.9632934,34.8019654
1,2.0,2,41.31,1200000,4,1,2021,31.9599875,34.8022561
1,2.0,2,41.31,725000,31,5,2011,31.9599875,34.8022561
1,2.0,2,39.6,1370000,24,12,2020,31.9890254,34.7866595
1,2.0,2,39.6,1355000,26,2,2020,31.9890254,34.7866595
1,2.0,2,47.5,1214000,9,12,2020,31.9635072,34.806008
1,2.0,2,47.5,1100000,8,9,2016,31.9635072,34.806008
1,2.0,2,47.5,890000,16,10,2013,31.9635072,34.806008
1,2.0,1,56.47,1350000,8,12,2020,31.9617849,34.7986458
1,2.0,1,56.47,480000,6,12,2007,31.9617849,34.7986458
1,2.0,2,41.36,1550000,3,12,2020,31.9728534,34.7744027
1,2.0,2,41.36,1175000,5,3,2015,31.9728534,34.7744027
1,2.0,2,36.2,1190000,1,12,2020,31.9730015,34.7925013
1,2.0,2,36.2,810000,11,4,2019,31.9730015,34.7925013
1,2.0,2,53.8,1380000,29,11,2020,31.9606021,34.8011041
1,2.0,2,53.8,725000,25,6,2009,31.9606021,34.8011041
1,2.0,2,53.8,531000,26,10,2004,31.9606021,34.8011041
1,2.0,1,29.7,1150000,25,11,2020,31.9859607,34.7861317
1,2.0,1,29.7,834000,2,5,2016,31.9859607,34.7861317
1,2.0,1,29.7,635000,18,7,2013,31.9859607,34.7861317
1,2.0,1,29.7,277000,16,10,2007,31.9859607,34.7861317
1,2.0,1,29.7,278000,28,2,2000,31.9859607,34.7861317
